sku,name,stock,price,notes
PVCBH020,"PVC BLACK HOSE 1/2"" 20MM",2.000,0.250,
Y355CF,DIMMER SWITCH METALIC 500W 1G GOLDEN BRB - HAILAR,2.000,11.000,
MCCB3063-7,MCCB 3P 63A  - CUTLER HAMER,2.000,45.000,
LEDFL0600-2,LED FLOOD LIGHT 600W BRIX LED WH - HIMAX,2.000,14.500,
GEPPI35,GLOSS ENAMEL PAINT PRISMA IVORY 3.5LTR,2.000,4.500,
LEDR12400-3,LED DRIVE 12V 400W W PROOF-KOREA,2.000,25.000,
RCCB410003-3,RCCB 4P 100A 30MA - LS,2.000,32.000,
MCCB3063-4,MCCB 3P 63A W ENCLOSURE- ABB,2.000,35.000,
PVT010050D,PVC TRUNKING 100X50 - DD,2.000,5.500,
IMS06304-1,IND MOBILE SOCKET 415V 63A 3P+E (PCE),2.000,10.000,
181D,TIMER SWITCH 16A 240V R100H - GEO,2.000,6.500,
PPT020,"POLY PUMP TEE 1/2""",2.000,1.000,
MSM5020,MECHINE SCREWS M5X20MM,2.000,2.000,
CSW402,SWITCH 10A 4G 2W CLASSIC ABB,2.000,2.800,
RLR50060,REFLECTOR LAMP PAR16 40W E14 -GE,2.000,4.000,
CWBKUS,CHANNEL WHEEL BLACK  'M' UP SIDE,2.000,0.600,
MMUT120,MULTI METER 120A - UNI-T,2.000,2.300,
WHT40,WP ISOLATOR 40A TPN - HAGER,2.000,6.500,
PFSHP50,"PVC FEMALE SOCKET HP 1-1/2""",2.000,0.500,
STNL,"STEEL NAIL 2 1/2""",2.000,0.600,
PAR38015-1,REFLECTOR LAMP LED 15W PAR38 - VETO,2.000,5.500,
SIF100,SOLDERING IRON 100W 240V - GERMANY,2.000,20.000,
FBF130,FL BATTERN FITTING 1X30 3F - BENBON,2.000,1.500,
CFLTEE,"COPPER FLANGE TEE 3/4""X1/2""X3/4""",2.000,2.500,
PPRFMS3201,"PPR FEMALE SOCKET 32X1""",2.000,1.800,
HSCS18,HOLE SAW CUTTER SET 18 PCS,2.000,4.000,
WHD40,WP ISOLATOR 40A DP - HAGER,2.000,5.500,
K4896NBLK,GRID SWITCH 20A DP W/NEON BLK - MK,2.000,6.000,
MACC6D,MICROFIBER AUTO CLENING CLOTH 6D,2.000,2.000,
LEPSF60-12,LED PANEL SQ 600X600MM FLUSH 65W WH/WW (5YRS)- INDIGO,2.000,6.500,
TR22115000,AUTO TRANSFORMER 220-110V 5000VA SP,2.000,65.000,
WFCJ20-2,WATER FILTER CATRIDGE 20'' JUMBO CARBON,2.000,4.500,
THRPR,THERMAL RELAY PROTECTION,2.000,4.500,
MSFBT,SYPHON BOTTOM OLI LAURA,2.000,9.500,
PRD025020,"PVC REDUCER BUSH HP 1""x3/4""",2.000,0.000,
EXS1353U,EXT SOCKET 13A 5W/3MTR UNIVERSAL,2.000,4.500,
LEDFL0010,LED FLOOD LIGHT 10W,2.000,2.500,
ERBCSP,EARTH ROD 'U' BOLT CLAMP SINGLE PLATE,2.000,2.500,
LDL0307,"LED DOWN LIGHT SURFACE 3""  7W- M0DI",2.000,1.500,
MCH1000,MACHINIST (CHIPPING) HAMMER 1000G,2.000,2.500,
1720006,SOLDERING IRON 60W 240V - CROWNMAN,2.000,2.000,
VX3020SS,SWITCH METALIC 10A 1G 2W SS - VOLEX,2.000,4.500,
DBH12310,DRILL BIT HILTI 12 X 310MM,2.000,2.500,
DBSP0012-3,DISTRIBUTION BOARD 12W SPN - INDOASIAN,2.000,30.000,
CSP09,COMBINATION SPANNER M9,2.000,0.500,
MCIS025,METALCLAD ISOLATOR 25A 4P -ABB,2.000,42.000,
281113,SW SOCKET 13A 2G - MALLIA WH,2.000,4.500,
WHD32,WP ISOLATOR 32A DP - HAGER,2.000,5.500,
LEDSCSL2835,LED STRIP LIGHT CONNECTOR 2 LINE - HYUNDAI,2.000,1.000,
MCBTP040-3,MCB TP 40A - AOLEC,2.000,5.000,
RCCB404030,RCCB 4P 40A 300MA - GE,2.000,28.500,
DB024V,DOOR BELL 24V RINGING,2.000,4.000,
EPPVC,EARTH PIT PVC 10x10  - HEX,2.000,14.000,
WHG,WELDING HAND GLOVES,2.000,2.000,
ADJSP200,"ADJUSTABLE WRENCH 200MM 8""",2.000,2.500,
RPS24048CE,POWER SUPPLY 220-48V DC 5A 240W DIN RAIL MOUNTING -SELEC,2.000,80.000,
DBH12260,DRILL BIT HILTI 12 X 260MM,2.000,2.500,
RCCB404030-1,RCCB 4P 40A 300MA - HAGER,2.000,18.000,
CJX20901,MAGNETIC CONTACTOR 380V 32A 4P - ANDELI,2.000,8.500,
SGD51,DISEQE SWITCH 2.0  4 X1 500mA,2.000,1.500,
WALLP5KG,WALL PUTTI 5KG,2.000,1.500,
IMS01605-7,IND MOBILE SOCKET 415V 16A 3P+N+E (PCE),2.000,2.300,
SCAWG2P,SHIELDED CABLE 2PAIR 4CX0.75MM  22AWG 305mtr - BELDON,2.000,125.000,
LEDTLL1M,LED TRACK LIGHT LINE  1MTR,2.000,1.800,
YX360TRF,MULTI METER ANALOGUE YX360TRF - SANWA,2.000,24.000,
838049,DP SWITCH WITH NEON 20A -MODERN WHITE TENBY,2.000,2.000,
MCAP0060,MOTOR CAPACITOR 60MFD,2.000,3.500,
DEF100-9,"DUCT EX FAN 100MM 4"" - XPELAIR VX100 (93224AWW)",2.000,13.500,
W986,EXTENSION REEL 13A 6W 5MTR -GEO-W986,2.000,4.500,
LEPRF08-23,"LED PANEL RD 8"" 30W FLUSH - LIPER",2.000,4.500,
DBTP0004-1,DISTRIBUTION BOARD 4W TPN - PRC,2.000,35.000,
MINIFR14,"MINI FILTER REGULATOR -1/4""",2.000,14.500,
MCBTP063-5,MCB TP 63A-HAGER,2.000,12.500,
GICTC20050,GI CABLE TRAY COVER 200x50MM  2.44MTR,2.000,5.500,
IWS01605-2,IND WALL SOCKET 380/415V 16A 3P+N+E (PCE),2.000,3.000,
IMP03204-2,IND MALE PLUG 380/415V 32A  3P+E - PCE,2.000,2.000,
KSS-CR19,PVC SPLIT CONDUIT BLACK 19MM X 100MTR,2.000,47.500,
HSC075,HOLE SAW CUTTER 75MM,2.000,6.500,
WDB018,WOOD DRILL BIT FLAT 16MM /18MM,2.000,1.000,
BL201N-1,MIRROR LIGHT 20W 240V - DUPRO,2.000,4.500,
SBFS,SAFETY BELT FULL SET,2.000,6.500,
HCT470,HYDRAULIC CRIMPING TOOL 4 -70MM,2.000,18.000,
K24331BSS,METALIC GRID PLATE W/YOKE 1G BSS - MK,2.000,6.200,
PVCTC040,"TANK CONNECTOR HP 1-1/2""",2.000,1.800,
EFM300-1,"EX FAN METAL W/SHUTTER 12"" 300MM - NEW PAK",2.000,10.500,
SL2075WB,STEP LAMP 200M X 75 WHITE BODY,2.000,7.500,
PPHP032,PVC PIPE HP 1/2'-1/2MTR,2.000,0.350,
SMDP-12,SMD PANEL SP 100+63+63A MCCB-HY,2.000,42.000,
PSLJ18A8ZBX,PROXIMITY SENSOR M18 8M 6-36V DC  NPN NO,2.000,12.000,
AMD10622,SWITCH 10AX 1G 2W MILLENIUM SS  ROCKER- ABB,2.000,3.500,
EMTAB422,EMT ADAPTABLE BOX 4X2 WITH COVER,2.000,0.500,
MO12M,MAGIC OZE 12MM,2.000,1.200,
LEDGL15-2,LED SPIKE LIGHT 15W / 25W WH - V MAX,2.000,7.500,
IMP01604-2,IND MALE PLUG 380/415V 16A 3P+E,2.000,2.000,
PPRMF34,"PPR MALE/ FEMALE SOCKET 3/4""",2.000,0.700,
MCCB3100-1,MCCB 3P 100A - REGIS /HAVELS,2.000,22.000,
RCCB410030-1,RCCB 4P 100A 300MA - GE,2.000,38.000,
SI260GJ,SOLDERING IRON 60W 240V - GOOT/JAPAN,2.000,8.000,
COPCV3/4'',COP CONCELED VALVE 3/4'',2.000,5.200,
CET003,WELDING EARTH CLAMP 300A,2.000,3.500,
CSC03500,CABLE SINGLE CORE 35.0MM,2.000,158.000,
410001,"MASON TRAWEL 7"" TOLSON",2.000,0.800,
MHC108,"MANHOLE COVER CAST IRON 8""X8""",2.000,3.500,
ACC55MFD,AC CAPACITOR 55+5MFD,2.000,3.800,
SWS15A,SW SOCKET 15A - DIGNITY,2.000,1.500,
DLFSG,DOOR LOCK FULL SET- GODREJ,2.000,3.500,
MEAST-8,MEASURING TAPE 5MTR   C-MART,2.000,1.000,
NLB07,NEUTRAL LINK  7WAY,2.000,1.200,
MCBTP063-1,MCB TP 63A - HYUNDAI,2.000,6.500,
D300,"LED SURFACE LIGHT 20W 10"" WITH MICROWAVE SENSOR",2.000,3.500,
COPRG12,"COPPER RING 1/2""",2.000,0.150,
STEELP25,STEEL PIPE 25MM,2.000,1.500,
PLB4'',PVC BEND HP  4'',2.000,3.500,
D405AMF,SW SOCKET METALIC 13A 1G GOLDEN BRB- G&T,2.000,5.000,
730014,SWITCH 10A 4G 1W - SYNERGY,2.000,4.000,
CSP11,COMBINATION SPANNER SET 8MM TO17MM -INCCO,2.000,5.000,
60113366,PRESSURE SWITCH 20BAR   0.2/+7.5A KP35- DANFOSS,2.000,40.000,
NYL0605,NYLON ROPE 6MMX50Y,2.000,1.500,
CF40150,CABLE FLEXIBLE 4CX1.5MM 100YDS,2.000,37.000,
DBTP0004-2,DISTRIBUTION BOARD 4W TPN - LS,2.000,48.000,
RXZE2S108M,RELAY BASE 8PIN LOGIC 2CO - SCHNEIDER,2.000,2.000,
COPMSK020,"COPPER MALE SOCKET 1/2""",2.000,0.800,
MCBTP063-3,MCB TP 63A - ABB - LS,2.000,8.500,
K646WHI,PLUG TOP 13A 3PIN WHITE - MK,2.000,3.250,
GIUBM128,GI 'U' BOLT M12X8,2.000,2.000,
CMEF250-5,CEILING MOUNT EX FAN 250MM - AIR MASTER,2.000,6.500,
TCL004-3,TELEPHONE CABLE 2PAIR 500MTR - TEEKAB,2.000,32.000,
B28,MOTOR BELT FOR EX FAN (B28),2.000,2.500,
RL0435D,DOOR INTERCOM VEDEO SINGLE - PRESTON,2.000,35.000,
FBH060F,FLEX HOSE BRAIDED FOR MIXER 60CM - FANSKI,2.000,1.500,
BBRH025,"BROOM BRUSH 1"" SRILANKA",2.000,1.200,
LIFTS24,LIFT SWITCH DIA 25/ 22- 11E / 24V,2.000,6.000,
613224,FAN REGULATOR DIMMER W/SWITCH 400W - MILAC,2.000,5.000,
MCBTP010-2,MCB TP 10A SCHNEIDER,2.000,4.500,
K56403GRY,WP SWITCH 10A 2G 2W - MK,2.000,19.000,
RFT19078,RUBBER FLOOR TRUNKING 19X78X2MTR,2.000,7.500,
CFLTEE1/2,"COPPER FLANGE TEE 1/2""",2.000,1.800,
EFM300-2,"EX FAN METAL W GRILL 12"" 300MM- SPARTON",2.000,13.000,
COPEP015,"COPPER END PLUG 1/2""",2.000,0.450,
PTMIX020,"PILLAR TAP MIXER 3/4""",2.000,3.000,
BRCRR,SWITCH 10A 1G 2W SILVER BRC - RR,2.000,3.500,
NUTDR010,NUT DRIVER 10MM X 140 - JETECH,2.000,2.000,
GCWA0103,"GYPSOM CHANNEL WALL ANGLE 1""X3MTR",2.000,0.500,
PROLSL,PAINTING ROLLER SLEEV,2.000,0.300,
LEDR12150-3,LED DRIVE 12V 150W W PROOF - TECO,2.000,17.000,
HSC050-1,HOLE SAW CUTTER W/ARBOUR 50MM - TOLSEN,2.000,5.000,
GIAB0443,GI ADAPTABLE BOX 100X100X75,2.000,0.000,
EGLOVES,RUBBER GLOVES BLACK,2.000,0.700,
412630,TIMER SWITCH DIGITAL 2 CHANEL 16A 240V R100H - LEGRAND,2.000,40.000,
TSBT1G,TELEPHONE SOCKET BT MASTER 1G,2.000,1.500,
PVT30,"EX DRUM FAN PORTABLE 12"" 30CM - DETON",2.000,33.000,
SDS0500,SOAP DISPENCER STEEL 500ML,2.000,5.500,
GICTC15050,GI CABLE TRAY COVER 150X50MM 2.44MTR,2.000,5.500,
VCNSBPS42,SAFETY SHOE WEIGHT LESS  S41 / S42 / S43 - WORKLAND,2.000,9.500,
COPEP3025,"COPPER END PLUG 1"" X3/4""",2.000,1.800,
GATEH04,"GATE HOOK 4""X6MM SS",2.000,1.000,
MS16542,MANUAL MOTOR STARTER 30-42A 22KW - MS165-42,2.000,97.500,
ADJSP150,"ADJUSTABLE WRENCH 150MM 6""",2.000,2.000,
DBTP0604-2,DISTRIBUTION BOARD 6+4 TPN - GE,2.000,125.000,
IMS01603-4,IND MOBILE SOCKET 110V 16A 2P+E,2.000,1.000,
RSSS17,RATCHET  SPANNER SINGLE SIDE 17MM,2.000,3.500,
GIB16120,GI BOLT 16X120MM,2.000,0.250,
LRD10,OVERLOAD RELAY 4-6A - SCHNEIDER,2.000,10.500,
281253,SWITCH 20A 2G 2W - MALLIA SILVER,2.000,3.000,
PUMCC1208,"PU MALE CONNECTOR COP 1/2""X8MM",2.000,0.800,
AAAA,BATTERY 1.5V  AAAA,2.000,1.500,
HEATP,HEAT PASTE,2.000,2.000,
WOODSTICK,WOODEN STICK,2.000,0.500,
617068,SHAVER SOCKET 3X6 - BELANKO,2.000,18.000,
DPC2430,MAGNETIC CONTACTOR 24V 30A 2P -PRC,2.000,2.500,
CSPO19,COMBINATION SPANNER 19MM - 24MM,2.000,2.500,
GIHC0810-1,"HANGING CLIP 11/2""  8MMX 10MM",2.000,0.400,
GSCHD,GLASS SUCTION CUP HEAVY DUTY,2.000,11.500,
GV2ME16,MOTOR MCB 16A  9-14A O/L - SCHNEIDER,2.000,22.000,
SILICONSP,SILICON SPRAY 400ML,2.000,2.500,
SIKMML,KITCHEN SINK MIXER WALL MOUNT  -MILANO LIZZA,2.000,7.000,
WF016-1,"WALL FAN 16"" - BRIZ AIR",2.000,13.000,
DBH130,DRILL BIT HSS  STEEL 13MM,2.000,3.500,
DSO201510-1,PVC ADAPTABLE BOX WP 200X150X100 - VOLT,2.000,4.500,
BL101N,MIRROR LIGHT 10W 240V - SINAR,2.000,6.000,
BM4072RBW,SWITCH 45A DP+NEON R/E BRASS,2.000,6.000,
DBHS140,DRILL BIT HSS  STEEL 14MM,2.000,0.000,
PPES020,"PPE SOCKET 20MM 1/2"" BLACK AH",2.000,2.000,
SCRAP04,"SCRAPPER 4""",2.000,0.000,
PVCP03EP,"PVC PIPE 3"" EP",2.000,3.000,
IS3KTWP80,WP ISOLATOR 80A TPN - KATKO,2.000,25.000,
CPCH0205,CP-BP CHAIN TWISTED 2.5MM X 7.5MTR  (GOLD),2.000,3.500,
CBTLSS,CORNER BASKET THREE LAYER (SS) - MILANO (DOORA),2.000,14.500,
WFCJ20-1,WATER FILTER CATRIDGE 20'' JUMBO PP SPUN,2.000,2.800,
VX9702SS,SWITCH 45A DP+NEON 3X6 BSS -VOLEX,2.000,9.500,
TSC10,TIN SHEET CUTTER / SINP SCISSOR 10,2.000,4.000,
PPRS032,"PPR SOCKET 32MM 1"" BLACK AH",2.000,2.200,
DBTP0402-2,DISTRIBUTION BOARD 4+2 TPN - HYUNDAI,2.000,58.000,
MS190220,MOTOR SIREN 220V - MS190,2.000,6.000,
COS4004P,CHANGE OVER SWITCH 400A TPN W ENCLOSURE - HAVELLS,2.000,170.000,
CMEF250-2,CEILING MOUNT EX FAN 250MM-ORIENT,2.000,10.500,
POLYSR2215,POLY SOCKET RED  22MMX15MM RED,2.000,1.300,
PVCGL-4,PVC GLUE HD GRY 473ML-EZWELD,2.000,2.500,
SMLT,SHOWER MIXER LEVER TYPE -STEORRA,2.000,12.000,
WFIM026-3,WALL FAN INDUSTRIAL METAL 26''  - TURBO,2.000,26.500,
PAINTVC750,PAINT VARNISH CASATI 750ML,2.000,3.500,
LS1312,SEALED ACID BATTERY 12V 1.3AH,2.000,5.500,
CAT6UTP-13,DATA CABLE CAT6 UTP 305MTR - AMV,2.000,35.000,
FIRED1818,FIRE BLANCKET 1.8X1.8,2.000,5.500,
LY3200-1,LED U/GROUND LIGHT W.P 240V 10W 100MM D/L,2.000,5.000,
ME911,WP PVC ENCLOSURE IP66 150X150X100 - APPLEBY,2.000,9.500,
ASL300-3,SPIRIT LEVEL 1FT (30CM) - ITALY,2.000,4.500,
EGL11KV,ELECTRIC GLOVES 11KV /11000V - JAYCO,2.000,9.000,
PADL050,PAD LOCK 50MM (366),2.000,1.500,
RLY14P024,RELAY 14PIN 24V WITH INDICATOR,2.000,4.000,
BSGI010,BETA STRIP GI 10MTR,2.000,3.500,
LEDS318,LED DIMMER SWICH E318W - TERSEN,2.000,2.000,
LMLT512W,LED MIRROR LIGHT T5 12W - MODI,2.000,1.200,
MHSB1000,METAL HALLIDE/SODIUM BALLAST 1000W,2.000,32.000,
E303031V2GS,SWITCH 20A 1G 2W GRY+LED - SCHNEIDER,2.000,7.000,
CF012125,"COOLING FAN 12V DC 5"" 125MM",2.000,3.500,
CR4T-3,CEILING ROSE LARGE 4T -CRABTREE,2.000,2.500,
CPEXN1250,COPPER EXT NIPPLE 1/2 X 50MM,2.000,1.500,
CMV43,CMV 43A MONITOR,2.000,95.000,
PBMKG,POCKET BALANCE MECHINE 50KG,2.000,3.500,
7400RB,BLANK PLATE METALIC 3X6 R/E BRASS - TENBY,2.000,12.500,
DBTP0402-3,DISTRIBUTION BOARD 4+2 TPN - PRC,2.000,65.500,
TPI,TOILET PUMP INJECTION,2.000,2.500,
GU8410BSS,ULTIMATE PE BLANK PLATE  3X6 SS,2.000,6.600,
COPGV025,"COPPER GATE VALVE 3/4"" 25MM",2.000,4.500,
EFMH450-5,"EX FAN METAL HD 450MM 18"" - BAJAJ",2.000,25.000,
833495,BLANK PLATE METALIC 3X3 SP GOLD - SYNERGY,2.000,9.500,
PPT02,"PVC PLUG TEE 2""",2.000,0.900,
FD216,"CP FLUSH URINAL VALVE 1/2""- SUNDEX",2.000,8.000,
EXS1343-7,EXT  SOCKET 13A 4G W/ USB 3MTR- HYUNDAI,2.000,7.500,
CT100,COLOUR TUBE (STAINER)100ML - NATIONAL,2.000,0.800,
LEPSF60-6,LED PANEL SQ 600X600MM FLUSH 50W - OMAXE,2.000,4.500,
SW0501,SWITCH 10A 5G 1W - ORANGE,2.000,2.000,
CR1616,BATTERY LITHIUM 3V 1616,2.000,0.500,
IRHJ034,"IRRIGATION HOSE JOINT  3/4""",2.000,0.500,
SOLDS,SOLDERING SUCKER,2.000,3.000,
DSO201510,PVC ADAPTABLE BOX WP 200X150X100 -ANDELI,2.000,6.000,
CFCNN150,CARTRIDGE FUSE CNN150 110V -FERRAZ SHAWMUTT,2.000,19.500,
RCCB412530-2,RCCB 4P 125A 300MA  - DOEPKE (GER),2.000,75.000,
PVC3M25M,PVC COATED WIRE GREEN 3MMX25MTR IRRMIST,2.000,3.500,
SHM001,SATETY HELMET  VAULTEX WHITE,2.000,1.500,
MF063-1,HRC FUSE 63A 30X57 - LAWSON UK,2.000,2.500,
WL16900L2,WALL LAMP DOUBLE SIDE W GU10 HOLDER,2.000,4.500,
PTB-2,"PVC TOOL BOX 20"" -TOTAL(4573)",2.000,6.000,
CT1005A,CURRENT TRANSFORMER CT 100/5A,2.000,5.000,
DCT51133010,WP SW SOCKET 13A 1G IP55 - SCHNEIDER,2.000,4.500,
RCCB063300,RCCB 4P 63A 300MA-LEGRAND,2.000,16.000,
FIXB016,FIX BOLT (RAWL BOLT) 16MM,2.000,0.500,
UT10A,MULTI METER DIGITAL 10A -UNI-T,2.000,10.000,
EXTR61303,EXTENSION REEL 13A 6W 3MTR -GEO,2.000,3.500,
ASL400-2,SPIRIT LEVEL 1.5FT (40CM) - FORTE,2.000,3.000,
MCIS0323,WP METALCLAD ISOLATOR  32A TPN - SCHNEIDER,2.000,32.500,
GSM0500,"GRAVITY SHUTTER METAL 18/20"" WINDY",2.000,18.000,
GICTC22550,GI CABLE TRAY COVER 225X50MM 2.44MTR,2.000,4.850,
LEDS0110,LED STRIP 1 LINE 220V 10MTR - BESTAR,2.000,6.000,
WOODFWH,WOOD FILLER 500G WHITE / BROWN,2.000,1.500,
EWCFS,EWC FULL SET 25CM MILANO SELLY,2.000,26.000,
COPSK3025,"COPPER SOCKET 1"" X 3/4""",2.000,1.500,
SINKPTC,SINK PILLER TAP CONFLOW CF118,2.000,5.000,
WBPOPUP,"WASH BASIN POP UP 11/4""",2.000,2.800,
XALK188,EMERGENCY STOP PUSH BUTTON  W KEY - XALK188,2.000,11.500,
SW13ABK,SWITCH ON-OFF 13A BLACK,2.000,5.000,
136506,HOLE SAW CUTTER 60MM  - STARRET,2.000,6.500,
SKU-3421,HMMER 10'',2.000,1.500,
LEIM35N716,MOTOR STARTER DOL 415V 8-11.5A,2.000,30.000,
E82T25,SW SOCKET 13A 2G MATT  BLACK- PIENO,2.000,4.700,
16153B,BOTTOM FLOAT VALVE ST1653-B,2.000,2.000,
UT33B+,MULTI METER DIGITAL 600V AC/DC - UT33B+,2.000,8.000,
DBIS1253-3,ISOLATOR FOR DB 3P 125A - KATKO,2.000,20.000,
CLS20MR11,CHIMMINI LAMP SET 12V 20W MR11,2.000,2.500,
UTLNB-2,UNIVERSAL TWIN LNB FULL HD WP 2WAY,2.000,3.500,
SHOSC-4,SHUT-OFF SET BS  -  BOSINI,2.000,1.500,
PPHP060-1,"PVC PIPE HP 3""X1MTR",2.000,1.000,
SINKMMD-1,KITCHEN SINK MIXER  -MILANO LION,2.000,10.000,
BSWS1032,S.D BOX SOCKET WRENCH SET 10-32MM,2.000,38.000,
PAR38015,REFLECTOR LAMP LED 15W PAR38 - GE,2.000,11.000,
LESF306,"LED SPOT LIGHT FITTING 3"" 8W WH  DIM -ALMISBAH",2.000,1.500,
POLYR2215,"POLY REDUCER BUSH 3/4"" X 1/2""",2.000,0.600,
PPEE020,"PPE ELBOW 1/2"" 20MM BLACK AH",2.000,2.300,
PPRFS20,PPR FEMALE SOCKET 20mm,2.000,0.500,
MD5050-4,LED STRIP 3 LINE 5050 50MTR BLUE-ADNEXT,2.000,38.000,
E30MF1/2,"EXTENTION 30MM MALE / FEMALE 1/2""",2.000,0.700,
FT0T8503,WALL LIGHT FITTING LED D/SIDE GREY,2.000,14.000,
TINS010,"TIN SNIPS 10"" -ATLAS",2.000,5.500,
ESL20ESC,E SAVING LAMP 20W E27 COLOUR,2.000,2.000,
282420,DIMMER SWITCH 500W 1W - GALION WHITE,2.000,4.700,
PTB-1,"PVC TOOL BOX 19""",2.000,5.500,
CHARCOAL,CHARCOAL,2.000,7.000,
LEDFL0030C-1,LED FLOOD LIGHT 30W RGB - PRESTON,2.000,10.000,
COPSKT20,"COPPER SOCKET 3/4"" 20MM",2.000,1.200,
EXTR40,EXTENSION REEL 13A 40MTR 4G - STANLY,2.000,25.000,
CAT6UTP-16,DATA CABLE CAT6 UTP 100MTR - HIVISION,2.000,12.000,
ER3,CP BIB COCK LONG BODY EUREX ER3,2.000,3.000,
MR304P3260,WP ISOLATOR 32A 4POLE - MAXIMUS ITALY,2.000,5.000,
IMP01605-2,IND MALE PLUG 415V 16A 3P+N+E (PCE),2.000,1.500,
CMEF250-3,CEILING MOUNT EX FAN 250MM - MX,2.000,8.500,
HURL100,RIM LOCK  120MMX150MM- HUKAB,2.000,5.500,
INDB150-3,INDUSTRIAL BELL 24V 150MM,2.000,8.000,
69715,SWITCH WP 10A 2G 2W  WITH 1G BOX - PLEXO,2.000,8.500,
SINKMSAN,KITCHEN SINK MIXER - SAN ITALY,2.000,12.500,
WALLPP,WALL PUTTY POWDER 1KG,2.000,0.500,
MCBTP040-2,MCB TP 40A - HAGER,2.000,10.000,
LEDCLG42,CAPSULE LAMP 12V 2W G4 DIM WW- OSRAM,2.000,2.000,
DLBTS,DOOR LOCK BODY (TESA)- SPAIN,2.000,4.500,
DBIS1003-1,ISOLATOR FOR DB 3P 100A - BLACK,2.000,7.500,
CFL215RDBK,CABLE FLEXIBLE 2CX1.5MM RD BLK 100YDS- MESC,2.000,22.000,
ERCB2006,EARTH ROD COP BONDED M20 X6',2.000,4.000,
LEDR24150-1,LED DRIVE 24V 150W W PROOF-KOREA,2.000,17.500,
MHSB0250-3,METAL HALLIDE/SODIUM BALLAST 250W - HELVER,2.000,13.000,
CWBKDS,CHANNEL WHEEL BLACK  'M' DOWN SIDE,2.000,0.600,
EFP25CM-1,EX FAN PVC SQUARE 25CM-FUTURE TECH,2.000,5.000,
IKF2020-4,INSECT KILLER 2X20W  - ZIA,2.000,8.500,
ME806020,METAL ENCLOSURE WP 800X600X200MM,2.000,30.000,
PRS400,PAINT REMOVER SPRAY 400ML,2.000,1.500,
CF30250-5,CABLE FLEXIBLE 3CX2.5MM - 100YDS (RR),2.000,40.000,
CMEF200-4,CEILING MOUNT EX FAN 200MM - FUTURETECH,2.000,12.000,
CGBW63S,BRASS CABLE GLAND BW 63S,2.000,4.000,
MCBDP20-2,MCB DP 20A - LS,2.000,3.500,
SWBVS,SWEET WATER BALL VALE SMALL,2.000,1.200,
PSHP40,"PVC SOCKET HP 1-1/4""",2.000,0.250,
V1025MB,DIMMER SWITCH MAT BLACK 500W - V MAX,2.000,2.000,
BNWM14,BOLT AND NUT WASHER M14,2.000,0.000,
HX50B,CRIMPING TOOL ADJUSTABLE HD  6-50MM - HX50B,2.000,10.000,
BTFD104,BOTTLE FUSE 4A,2.000,0.800,
10384,PUSH BUTTON SWITCH W KEY ON/OFF XB2-BG21,2.000,3.500,
COPMS114,"COPPER MALE SOCKET 1 1/2"" X 1 1/4""",2.000,3.000,
POLYR341234,"POLY REDUSER TEE 3/4"" X 1/2 X 3/4""",2.000,1.500,
PLASTICF4510,PLASTIC FEET 45MM M10,2.000,1.500,
CGBW32L-1,BRASS CABLE GLAND BW 32L -SWA(UK),2.000,3.000,
PCT20,PC T20 HOLDER,2.000,1.000,
ORBIT16,"ORBIT FAN 16"" (ROTATING) - PRESTON / USHA",2.000,14.000,
PVCFP25D-1,PVC FLEX PIPE 25MM X 50MTR BLK,2.000,6.500,
MTV,MIXER TAPS VALVES,2.000,8.000,
SCSP21,SCAFFOLDING  SPANNER 21MM,2.000,4.500,
HSSL030,HEAT SHRINK SLEEV 30MM,2.000,1.600,
SWB0610,PVC SPIRAL WRAPING BAND M6X10MTR-WHI,2.000,1.200,
PVCR2015,PVC REDUCER 200-150 - AIRGUARD,2.000,4.000,
GITB1010,GI TRUNKING  BEND 100x100MM,2.000,6.500,
LEDFLBG,LED FLASH LIGHT BIG TERSEN,2.000,5.000,
EXTR50-2,EXTENSION REEL 13A 50MTR - GERMANY,2.000,32.000,
DBSP0008-2,DISTRIBUTION BOARD 8W SPN-INDOASIAN,2.000,24.500,
STN0100,"STEEL NAIL 4""",2.000,0.500,
THTIS566,SCREW DRIVER SET INSULATED (6 IN ONE) -THTIS566,2.000,5.000,
DBTP0602-2,DISTRIBUTION BOARD 6+2 TPN - HYUNDAI,2.000,55.000,
LEPRS08-14,"LED SURFACE LIGHT RD 8"" 45W -VICTORY",2.000,2.500,
EFSQ7,EX FAN SQ- 7E DOUBLE BALL BEARING-FUTURETECH,2.000,8.500,
LHE27E40,LAMP HOLDER CONVERTER E27-E40,2.000,0.800,
PMPHP40,"PVC HP MALE PLUG 1-1/2""",2.000,0.350,
688024,MOSQUITO BAT 688024,2.000,2.500,
KB31-1WH,SWITCH 16A 1G 1W  -SCHNEIDER/PIANO,2.000,1.800,
EFR225GM,EX FAN ROUND 225MM GLASS MOUNT (HCM225N)-A&P,2.000,30.000,
DSC12,"DRAWER SLIDING CHANNEL 12""",2.000,0.850,
283548,FLEX OUTLET 45A - MALLIA GREY DARK,2.000,6.000,
CSPANEL015,CABLE SINGLE PANEL CABLE 1.5MM 100Y - RR,2.000,7.000,
PPHPEP32,"PVC PIPE HP 11/2""X5.8MTR EP",2.000,3.500,
