sku,name,stock,price,notes
5571,SWITCH PLATE 1G WHI - CRABTREE,1.000,1.500,
SHOMP,SHOWER MIXER PIPE,1.000,1.600,
KEM340U,WP ISOLATOR 40A 3POLE 415V - KATKO,1.000,13.500,
COPCV32,"COPPER CHECK VALVE 1-1/4""",1.000,0.000,
HDC1410,HDMI CABLE 1.4V  - 10MTR,1.000,5.000,
BWFV2412,BUZZER WITH FLASHER 24/12V/VARIABLE,1.000,15.000,
LHP027-4,LAMP HOLDER PENDENT E27 WH 1 IN 5 OUT,1.000,3.000,
EFM150-1,"EX FAN METAL W GRILL 6"" 150MM- DETON",1.000,6.500,
JUMBERC,JUMBER CABLE,1.000,6.000,
CCS03532,"CONEX 35MMX1'1/4""302 COUPLER CXM SOCKET -1'1/4",1.000,2.550,
MWW,MOUSE WITH WIRE,1.000,0.000,
CBV114UK,"COP BALL VALVE 1-1/4"" PEGLER UK",1.000,15.000,
IHPASDMB,MOTOR STARTER ASD 10HP 7.5KW 415V O/L 9-13A,1.000,75.000,
SHPHBT10,SHOWER PIPE HEAD BT DRIP10,1.000,3.000,
DBH14460,DRILL BIT HILTI 14 X 460MM,1.000,3.500,
SMDP-2,SMD PANEL 100A TP MCCB+3x63A TP MCCB+1X40A ELCB TP,1.000,255.000,
IPS01605,IND PANEL MOUNTING SOCKET 415V 16A 3P+N+E (PCE),1.000,3.000,
E8231D20N,DP SWITCH 20 A ALUMINIUM SILVER PIENO,1.000,5.500,
CPE50MF12,CP EXTENTION 50MM MALE FEMALE 1/2'',1.000,0.900,
SWDPH,SWICH 45A DP W NEON.HAWELLS,1.000,3.000,
EMUR1349,"EMULSION ROLLER 1.3/4""X9",1.000,1.000,
DLF250-1,DOME LIGHT 250MM CLEAR,1.000,7.000,
K5240ALM,SWITCH M/CLAD W/BOX 32A DP+NEON - MK5240ALM,1.000,15.000,
PIT13A-1,TIMER PLUG IN TYPE 13A 240V - MODI,1.000,2.500,
MCBTP020-3,MCB TP 20A - HYUNDAI,1.000,4.500,
COPB141,"COPPER BUSHING 11/4""X1",1.000,2.000,
PVCGR6N,"PVC GRILL ROUND 6"" - NOVEX",1.000,3.500,
LEDML,LED MOON LATERN LIGHT /45CM WW RM3,1.000,3.500,
572587,SWITCH 45A DP+NEON  - ARTEOR,1.000,15.500,
DBIS1254-1,ISOLATOR FOR DB 4P 125A  - SCHNEIDER,1.000,13.500,
SLFR63,SPOT LIGHT FITTING R63 E27,1.000,1.000,
WFCJ20-4,WATER FILTER CATRIDGE WITH BRACKET SINGLE  - ITALY,1.000,7.500,
RCBO201601-2,RCBO 2P 16A 10MA 240V - HAGER,1.000,20.000,
LP1K1210JD,MAGNETIC MINI CONTACTOR 12V DC 12A - SCHNEIDER,1.000,33.000,
PVCBH020MDPE,"PVC BLACK HOSE 1/2"" 20MM MDPE",1.000,0.700,
RLY8P012,RELAY 8PIN 12V,1.000,4.000,
RCCB202503-1,RCCB 2P 25A 30MA 240V-HAGER,1.000,15.000,
MCIS0160,METALCLAD ISOLATOR 160A TPN -C&S,1.000,49.500,
PCSWITCH-1,PRESSURE CONTROL SWITCH 220V - PROMAX,1.000,12.000,
PRD03825,"PVC REDUCER BUSH HP 11/2""x1""",1.000,0.500,
LC1K0601E7,MAGNETIC MINI CONTACTOR 48V - TELEMECH,1.000,12.000,
DEFM100T,METAL DUCT EX FAN 100MM IN LINE - NOVEX,1.000,33.000,
LEDFL0020-1WW,LED FLOOD LIGHT 20W WW - PRC,1.000,5.000,
COPTC012,"COPPER TANK CONNECTOR LONG 1/2""",1.000,1.300,
LEDFL0100-5WH,LED FLOOD LIGHT 100W WH - HYUNDAI,1.000,30.000,
TR2212050,HALOGEN TRANSFORMER 220-12V/50W,1.000,1.500,
PPRGV032,"PPR GATE VALVE 1-1/4""",1.000,0.000,
SS82,SOLENOID VOLTAGE TESTER 120V-600V - TAIWAN,1.000,15.000,
PPRFT3225,PPR FEMALE TEE 32X25MM,1.000,1.800,
MCBDP32-1,MCB DP 32A - SCHNEIDER,1.000,6.500,
FTC66D,FLOOR TRAP COVER 6X6 MATT/DRAIN,1.000,0.600,
PATCH006,PATCH CORD CAT6 UTP 6MTR,1.000,0.100,
EXTR25MBHD,EXTENSION REEL 13A 3CX2.5MM CABLE 25MTR METAL BODY UNIVERSAL (HD),1.000,25.000,
SMDP-8,SMD PANEL MAIN TP MCCB-160+150+100A TP,1.000,185.000,
MHL2400-3,METAL HALLIDE LAMP 400W 240V E40 - PHILIPS,1.000,6.000,
COPME20-1,COPPER MALE NIPPLE-1'',1.000,1.500,
WH0050L-1,WATER HEATER 50L - SUNSTAR,1.000,19.500,
CGA1A232L,BRASS CABLE GLAND A1-A2 32L,1.000,0.000,
SKU-3275,DATA SOCKET RJ45 2G -MK,1.000,16.500,
NUTSET,NUT SETTER SET 3/16 - 7/16,1.000,2.500,
COPFS01,"COPPER FEMALE SOCKET 1""",1.000,1.800,
CGA1A216L,BRASS CABLE GLAND A1-A2 16L,1.000,0.800,
WF016-5,"WALL FAN 16"" GREY - XETEX (FB40D202)",1.000,10.000,
LEFWD024,LED FITTING W DIFFUCER 2FT 24W -MAX,1.000,1.500,
LEDPS12060,POWER SUPPLY 220 -12V 60W 5A,1.000,7.000,
TCHP2'',COPPER TANK CONNECTOR HP-2'',1.000,4.000,
TR22110500-1,AUTO TRANSFORMER 220-110V 500VA SP - VETO,1.000,13.500,
PPRRTEE,PPR REDUCER TEE 25X20X25,1.000,0.300,
"FLRTWH2""","FLOOR TRAP 2"" WHITE",1.000,1.500,
KB4S,SWITCH 10A 4G 2W - SCHNEIDER/VIVACE,1.000,4.000,
UTLNB-3,UNIVERSAL TWIN LNB FULL HD WP 8WAY,1.000,9.500,
BPSC332,BLANK PLATE S/CHROME 2 HOLE,1.000,2.500,
DMM6413,DRILL MECHINE MAKITA - 6413,1.000,32.000,
IPS12505-1,IND PANEL MOUNTING SOCKET 415V 125A 3P+N+E - IP67,1.000,20.000,
WN100,"WOOD NAIL 4""",1.000,0.500,
DBWP12,DISTRIBUTION BOX WP 12WAY - HT12,1.000,8.500,
5200FE,SHIELDED CABLE 2C X 1.30SQ MM 16AWG  - BELDEN,1.000,125.000,
6DO,6D ORANGE,1.000,0.000,
LDL0824-1,"LED DOWN LIGHT 8"" 24W - FUTURETECH",1.000,4.500,
730194,GRID PLATE 4G WHITE - SYNERGY,1.000,1.500,
PUTEE010,PU TEE 10MM,1.000,1.000,
SODG100,SOLDERING GUN 100W COMPLETE SET,1.000,6.000,
MCCB3100-3,MCCB 3P 100A - NF100CS,1.000,15.000,
3P30A24V,MAGNETIC CONTACTOR 24V 30A 3P -FURNAS,1.000,6.500,
LEDR24100-3,LED DRIVE 24V 100W IN-250V -OUT-4.5AH - VOLT,1.000,6.000,
COPLV032,"COPPER LIVER VALVE 1 1/4"" - PEGLER",1.000,11.500,
HANDGLRRY,HAND GLOVES  PU COATED GREY,1.000,0.500,
MCCB3160,MCCB 3P 160A 8KV -RECORD PLUS (GE),1.000,80.000,
PE11/2,PVC ELBOW 1-1/2,1.000,0.000,
LED12DIM,LED DRIVE 12V DIMMABLE - LEDVANCE,1.000,2.000,
HSFMT,MINI HACK SAW FRAM  - TOLSEN,1.000,1.200,
EXTR10-2,EXTENSION REEL 13A 10YDS  - MASTER,1.000,8.000,
SCDLC640,SCREW DIRVER LC6-40 SMALL - JETECH,1.000,1.000,
CWH20M,CABLE WITH HOLDER 40 ( BELT) WP 20MTR - MODI,1.000,13.000,
STRAPLES,STRAPLES 25/6-1M,1.000,1.500,
STAP02,"STAPLES 2""",1.000,0.400,
IPS03205-2,IND PANEL MOUNTING SOCKET 415V 32A 3P+N+E (PCE),1.000,4.000,
RXM2A,RELAY 8PIN 24V DC 2CO - SCHNEIDER,1.000,3.000,
PCSPM5,PRESSURE CONTROL SWITCH 10A  250V - ITALY,1.000,10.000,
ADJSP300,"ADJUSTABLE WRENCH 300MM 12""",1.000,4.000,
WP1HPESPA,WATER PUMP 1.0 HP STUART TUNER (ESPA) SPAIN,1.000,86.000,
UT685B,CABLE TESTER TDR RJ11-RJ45 UT685B- UNI-T,1.000,55.000,
LA128A,PUSH BUTTON SWITCH  RED INDICATOR LA128A,1.000,1.500,
PVT25,"EX DRUM FAN PORTABLE 10"" 25CM - DETON",1.000,24.000,
LED1921,LED LAMP 1.9-2.1V,1.000,0.700,
PRD040032,"PVC REDUCER BUSH HP 1-1/2X1-1/4""",1.000,0.500,
FSCU24VWS,FLOAT SWITCH CONTROLLER UNIT 24V AC with SENSOR,1.000,18.000,
HSC028,HOLE SAW CUTTER 28MM,1.000,3.000,
BRIRD4012,BRASS INTERNAL REDUCER 1-1/2X1/2,1.000,2.700,
RMLAC,REMOTE CONTROL FOR AC  UNIVERSAL,1.000,4.000,
PPRP020Q,PPR PIPE 20mm Q THERM,1.000,1.000,
MCCB3630-1,MCCB 3P 750V 8KV 630A WITH CNNECTOR LINK - GE (FG630),1.000,492.000,
XCKP118,LIMIT SWITCH P118,1.000,3.500,
AK04T,ALLEN KEY 4MM TEE,1.000,0.800,
SPNP1500,STEEL PUTTY - NATIONAL POLYSTER 1.5KG,1.000,3.500,
PVC25M20M,PVC COATED WIRE GREEN 2.5MMX20MTR IRRMIST,1.000,2.500,
CF172150,COOLING FAN 220V AC 172 X 150MM,1.000,8.000,
1720015,SOLDERING IRON 150W 240V HD - CROWNMAN,1.000,4.000,
TDB005DC,WIRELESS DOOR BELL DC - TERMINATOR,1.000,3.500,
DBIS1253-1,ISOLATOR FOR DB 3P 125A - ABB,1.000,7.500,
TE855,"URINAL TEMPORIZED BUTTON FLUSHER I/2"" - ITALY",1.000,25.000,
DBIS1003-2,ISOLATOR FOR DB 3P 100A - ABB,1.000,13.000,
SSR100DA,SOLID STATE RELAY 250V 100A SSR-100DA,1.000,6.000,
BRSKT40,"BRASS SOCKET 1-1/2"" 42MM",1.000,4.500,
MV1523WHI,LED DIMMER 1G 100W  UNNIVERSAL -MK  MV1523WHI,1.000,13.500,
DRSP3M,DRAINAGE SPRING 3MTR,1.000,1.500,
RE17RAMU,TIME ON DELAY 16A - SCHNEIDER,1.000,14.000,
Y356C,DIMMER SWITCH METALIC 500W 2G GOLDEN BRB - HAILAR,1.000,7.500,
TISSUEPH,TISSUE PAPER HOLDER SMALL PVC,1.000,2.000,
IMP01603-2,IND MALE PLUG 110V 16A 2P+E,1.000,1.000,
SMDP-20,SMD PANEL 100A MCCB TP+63A TP+63A 2P - SCHNEIDER,1.000,75.000,
GIWT15075,GI WALL TRUNKING 150X75MMX1MM-2.44MTR,1.000,7.000,
MSF301,DIMMER SWITCH 1000W 1W - VIVAN,1.000,7.500,
DKAL,DIMMER KNOBE ALUMINIUM,1.000,1.500,
KARMT,KARANTEE M TROWEL,1.000,0.800,
GGBL30202USB,SW SOCKET 13A 2G USB - SCHNEIDER/LISSE,1.000,14.000,
6901,GRID YOKE 1G  - CRABTREE,1.000,1.000,
LS512,SEALED ACID BATTERY 12V 5AH,1.000,7.500,
COPFE030,"COPPER FEMALE ELBOW 1""E",1.000,2.200,
MCBDP63,MCB DP 63A,1.000,6.000,
BCT42,BOSS CONNECTOR 4 X 2 TERRAIN,1.000,3.000,
DSO10210264,PVC ADAPTABLE BOX WP 102X102X64 - EL111,1.000,1.500,
SW1052,SWITCH 10A 5G 2W WHITE - HAGER,1.000,4.300,
PVT100100D,PVC TRUNKING 100X100 - DD,1.000,7.500,
RCCB406330-3,RCCB 4P 63A 300MA - MEM,1.000,12.000,
DEF225-1,DUCT EX FAN 225MM - VOLDAM,1.000,9.000,
CSLBLKF,COMPOUND STAND LIGHT BLK - FUMAGALLI,1.000,4.500,
EWC25,EWC FULL SET 25CM - VITORIA,1.000,25.000,
DT2,DIGITAL THERMOMETER AND HYGROMETER,1.000,7.500,
SMDP-3,SMD PANEL 400A TP MCCB+8x100A TP+V/A+ IND+SELECT SWICH,1.000,550.000,
SMCSMS,SHOWER MIXER COLUM SET MILANO SQURE,1.000,18.000,
LEDPS24400,POWER SUPPLY 220 - 24V 400W 16.5A  WP - ANDELI,1.000,30.000,
RSSS13,RATCHET  SPANNER SINGLE SIDE 13MM,1.000,2.500,
DBTP0602-3,DISTRIBUTION BOARD 6+2 TPN,1.000,52.000,
CGA1A240L,BRASS CABLE GLAND A1-A2 40L,1.000,2.500,
PEXN025,"PUMP EXT NIPPLE 1""",1.000,2.000,
HSC035,HOLE SAW CUTTER 35MM - STARRET,1.000,4.500,
HM7272,HZ METER 72/72,1.000,8.000,
DBSP0010-1,DISTRIBUTION BOARD 10W SPN- INDOASIAN,1.000,28.000,
R125,RADIATOR CAP R125,1.000,0.000,
LEDML-1,LED MOON LATERN LIGHT /60CM WW RM5,1.000,4.000,
IWPI01604,IND WALL PLUG INLET 415V 16A 3+E,1.000,4.500,
SOLDI30,SOLDERING IRON 30W 240V,1.000,3.000,
PADL063,PAD LOCK 63MM,1.000,2.000,
RCCB206330-2,RCCB 2P 63A 300MA 240V-ZINJLEC,1.000,8.000,
BRTEE40,"BRASS TEE 1-1/2"" 42MM",1.000,11.500,
283913,SW SOCKET 13A 2G - MALLIA GOLDEN,1.000,6.000,
CPI3512,"COP. PIPE INSULATION 35MMX1/2""",1.000,1.200,
KBT15D45A,SWITCH 45A COOKER C UNIT  - SCHNEIDER/VIVACE,1.000,9.800,
PVCBH032,"PVC BLACK HOSE 1"" 32MM MDPE",1.000,0.900,
FE445,"FLOOR FAN METAL 18"" 45CM 240V - DETON",1.000,18.000,
TMCNC,TACHOMETER  NON CONTACT UT373 - UNIT,1.000,15.000,
PCT230,PAPER CLIP TROMBONE 230,1.000,0.000,
TS204556,JIG SAW CUTTER 400W - TOTAL,1.000,13.500,
MCCB2NF60BLK,MCCB 2P 60A (BLACK)  NF60-CS,1.000,9.500,
DEF150-18,DUCT EX FAN 150MM A/SHUTTER - RELITE,1.000,4.500,
Y304CF,SWITCH METALIC 10A 2G 2W GOLDEN BRB - HAILAR,1.000,3.500,
1000108683,HEATER TERMOSTAT UPPER BIG-AMERICAN,1.000,16.500,
HX306VF,VEHICLE FAN 12V DC / SINGLE,1.000,6.500,
TRE2212150-2,ELECTRONIC TRANSFORMER 220-12V 150W - PROTACH/ALLTECH,1.000,5.000,
91850,SW SOCKET 13A 1G WP IP65 - PLEEXO,1.000,7.000,
EXS1343-8,EXT  SOCKET 13A 4G 3MTR - HYUNDAI,1.000,5.000,
732070,SW SOCKET 13A 2G ROPE EDGE  - SYNERGY,1.000,13.500,
PVCRT42,"PVC REDUCER TEE 4""X2""",1.000,2.000,
PTHHP100,PVC TEE 4'',1.000,1.500,
DBFG08,GLASS BIT 14 MM JAPAN,1.000,1.200,
HSCO20MB,HOLE SAW CUTTER MARBLE BIT 20MM,1.000,3.000,
RCCB410003-1,RCCB 4P 100A 30MA - ABB,1.000,48.000,
MCB4P063-2,MCB 4P 63A - SCHNEIDER,1.000,13.500,
CF024125,"COOLING FAN 24V DC 5"" 125MM",1.000,4.500,
TDGC210000,AUTOMATIC VOLTAGE REGULATOR 220V 10KVA - 10000VA,1.000,225.000,
SSST,"SOCKET SPANER SET 1/4"" 14PCS - TOLSON",1.000,5.500,
SKU-3442,GAS VALVE 3/8,1.000,3.000,
LEDFL0100C,LED FLOOD LIGHT 100W RGB (white body) - SUNRISE,1.000,11.000,
CFL50250,CABLE FLEXIBLE 5CX2.5MM - 80YDS,1.000,0.000,
HSC064,HOLE SAW CUTTER 64MM,1.000,6.000,
LFLD,LED FIAMENT LAMP E27 DECORATION,1.000,4.500,
LCID25Q7-2,MAGNETIC CONTACTOR 380/415V AC 25A - ANDELI,1.000,12.500,
TR22110300,AUTO TRANSFORMER 220-110V 300VA SP,1.000,0.000,
BPARCH10,BELL PUSH ARCHITRAVE 10A WITH BOX,1.000,2.500,
PPRUVERA25,PPR UNION VALVE ERA METAL 25MM,1.000,3.500,
CSLEDSL,COMPOUND STAND LED SOLAR LIGHT,1.000,10.500,
SKU-3380,SW SOCKET 13A 1G USB-ADMORE,1.000,3.500,
BK50,TRANSFORMER IN 220- OUT 24V 50VA  - ANDELI (BK50),1.000,10.000,
PPRP25,PPR PIPE 25MM,1.000,0.600,
IWS01603-2,IND WALL SOCKET 220V 16A 2P+E,1.000,1.200,
4551,GRID SWITCH 20A 2W WITH KEY - CRABTREE,1.000,2.200,
7501SC,PLATINUM 1G PLATE 3X3 - CRABTREE,1.000,5.000,
AFD75200,ALUMINIUM FLEX DUCT 200MM X 7.5MTR,1.000,10.000,
MC552F,SPUR UNIT M/C UNSWITCHED 13A -BG,1.000,8.500,
WC38MM,WOOD CHISEL ANANT 38MM,1.000,3.500,
LEIM35M716,MOTOR STARTER DOL 240V 8-11.5A,1.000,28.000,
ACC6UF,AC CAPACITOR 6UF 450V 2PIN,1.000,2.500,
FUNN,FUNNEL BIG,1.000,0.800,
7018RB,SW SOCKET 13A 1G - GOLDEN-TENBY,1.000,12.000,
DC070MM-2,DOOR CYLINDER 70MM BRASS - MILANO,1.000,2.500,
MCS24V30A,MOTOR CONTROLLER SWITCH 24V 30A,1.000,15.000,
BM4080/RBW,SW SOCKET 13A 1G ROPE EDGE  GOLD,1.000,4.500,
282447,DOUBLE USB CHARGER - GALION,1.000,8.000,
MBC,MOPE BURSH COTTON,1.000,1.000,
WE-MS6013,WELDING ELECTRODE 2.6 NICHIA,1.000,15.500,
CT38056,CRIMPING TOOL FOR CRIMP ENDS (38056) - TOLSEN,1.000,5.500,
GWCKL,GLASS WINDOW CENTRE KEY LOCK,1.000,3.300,
SINKMVI,KITCHEN SINK MIXER -VITTORIA ITALY,1.000,8.500,
GIWRPC12350,GI WIRE ROPE PLASTIC COATED 12-3X50MTR,1.000,5.000,
INDB100L,INDUSTRIAL BELL 220V 100MM- LEGRAND,1.000,35.000,
VACUUM,VACUUM CLEANER,1.000,14.000,
MSCALE20,MANUAL SCALE 20KG,1.000,2.000,
GEP1L,GALVANIZING ENAMEL ALU/ PAINT 1LTR  NM,1.000,3.000,
FDH07,"FLAP DISC HOLDER 7""",1.000,1.000,
THERM120,THERMISTOR 120D,1.000,1.500,
DBTP0806-2,DISTRIBUTION BOARD 8+6 TPN - GE,1.000,145.000,
INDB100-2,INDUSTRIAL BELL DC 6V  100MM,1.000,9.000,
CSRC070,CABLE SAFETY ROUND COVER 70MM BAIGE,1.000,1.000,
WH0050L-2,WATER HEATER 50L VERTICAL - MILANO,1.000,30.000,
GARSET4P,GARDEN SPRAY SET 4PCS,1.000,2.000,
EXTR1320,EXTENSION REEL 13A 20MTR 4G - STANLY,1.000,18.000,
DEF15014,DUCT EX FAN 150MM (MIX FLOW) - UKRANE TT150,1.000,27.000,
SW05036BSS,SWITCH 50A DP+NEON 3X6 BSS - MK,1.000,32.000,
SCRAP08,"SCRAPPER 8""",1.000,1.000,
MCCB3063-6,MCCB 3P 63A  - ABB,1.000,25.000,
LEDFL100WR,LED FLOOD LIGHT 100W RECHARGEBLE-MODI,1.000,11.000,
4489,GRID SWITCH 10A RETRACTIVE - CRABTREE,1.000,2.000,
PVCMHPS01,"PVC MALE SOCKET HP 1""",1.000,0.500,
PTS100WC,PUSH TAPE STEEL WITH CASE 100MTR HD,1.000,16.500,
PDE3,"PVC DOOR ELBOW 3""",1.000,0.000,
S8871,SWITCH PVC 10A 1G 2W-MK8871WHI,1.000,1.000,
COPEP020,"COPPER END PLUG 3/4""",1.000,0.700,
MCCB3100-6,MCCB 3P 100A LV429630  -  SCHNEIDER,1.000,38.750,
COPV020,"COPPER VALVE 3/4""",1.000,2.300,
1121N,"SIDE CUTTER 6"" - TAPARIA 1121N",1.000,3.000,
CPUFVM,"CP FLUSH URINAL VALVE 1/2""- MILANO",1.000,8.500,
MNS008,MAGNETIC NUT SOCKET 8MM,1.000,0.600,
DBWP18,DISTRIBUTION BOX WP 18WAY - HT18,1.000,12.000,
PRD040020,"PVC REDUCER BUSH HP 1-1/2""x3/4""",1.000,0.500,
BSS2G2W,SWITCH METAL 10A 2G 2W BSS - TENBY,1.000,7.500,
MCCB2100-2,MCCB 2P 100A - HYUNDAI,1.000,13.000,
SCAME,SWITCH 20A 3G 2W WH SP - SCAME,1.000,3.500,
DIM2000,DIMMER SWITCH 2000W 1G 1W - BOLTON,1.000,8.000,
AMM5005,AMP METER 500 / 5,1.000,7.000,
WH0080L,WATER HEATER 80L VERTICAL 5YEAR - MILANO,1.000,35.000,
617030,DIMMER SWITCH 600W 1G - BELANKO,1.000,6.000,
283962,RJ45 DATA SOCKET 1G - MALLIA GOLD,1.000,5.500,
90012AW,"AXIAL EX FAN GX12 12"" - XPELAIR GX12",1.000,90.000,
DLF200F,DOME LIGHT 200MM CLEAR FANCY,1.000,3.800,
CF22100,"COOLING FAN 220V 4"" 100MM",1.000,3.000,
